Author,Art,Sale date,Price,Size,Style,Estimate,Provenance,Sign,Collection,Technique and performance material,Painted,Image
Pierre-Auguste Renoir,"Femme nue couchée, Gabrielle",05.04.2010,"10,162,500",65.3 x 155.3 cm,Impressionist/ Modern Evening Sale,"USD 7,000,000 - USD 9,000,000","Galerie Durand-Ruel et Cie., Paris (acquired from the artist, July 1907).
Goldschmidt-Rothschild, Berlin.
Jos Hessel, Paris.
Durand-Ruel Galleries, New York (acquired from the above, August 1926).
M. Knoedler & Co., Inc., New York.
Anon. sale, Christie's, New York, 16 May 1977, lot 32.
Acquired at the above sale by the late owners.
","
signed and dated 'Renoir.03.' (lower right) 
",-,oil on canvas ,1903,-
Roy Lichtenstein,Untitled composition,05.11.2010,"10,162,500",213.4 x 305 cm,Post-War and Contemporary Art Evening Sale,"USD 4,500,000 - USD 6,500,000","Leo Castelli Gallery, New York
Private collection, New York
Private collection, Florida
Vivian Horan Gallery, New York
Acquired from the above by the present owner, 1989 
","
signed and dated 'rf Lichtenstein '78' (on the reverse) 
","
Private collection, New York
",oil and magna on canvas ,1978,-
René Magritte,Les vacances de Hegel,11.01.2011,"10,162,500",60 x 50 cm,Impressionist and Modern Evening Sale,"USD 9,000,000 - USD 12,000,000","Iolas Gallery, New York (by 1959).
William Copley, Los Angeles (acquired from the above).
Paul Kantor Gallery, Los Angeles.
Galerie Isy Brachot, Brussels.
Acquired from the above by the present owner, 1979.
","
signed 'Magritte' (lower left); titled and dated '""LES VACANCES DE HEGEL"" 1958' (on the reverse)
",-,oil on canvas ,1958,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02477_0058_000(rene_magritte_les_vacances_de_hegel).jpg
Henri de Toulouse-Lautrec,Au bal de l′opéra,11.06.2007,"10,121,000",77.4 x 48.5 cm,Impressionist and Modern Art Evening Sale,"USD 6,000,000 - USD 8,000,000","Roger Marx, Paris; sale, Galerie Manzi-Joyant, Paris, 12 May 1914, lot 214.
Oppenheim, Paris (acquired at the above sale).
Raphaël Gérard, Paris.
Reid et Mme de La Chapelle.
Paul Rosenberg & Co., New York.
Mr. and Mrs. Herbert C. Morris, Bryn Mawr (by 1965); Estate sale, Sotheby's, New York, 13 May 1986, lot 18.
Nevill Keating Pictures Ltd., London (acquired at the above sale).
Private collection, Australia (acquired from the above, 1986).
Acquired by the present owner, circa 1990.
","
signed and dated 'H.T. Lautrec. 93' (lower left) and signed with monogram (upper left)
","
Private collection, Australia (acquired from the above, 1986).
","oil, charcoal and gouache on joined paper laid down on panel ",1893,https://www.christies.com/img/LotImages/2007/NYR/2007_NYR_01900_0035_000().jpg
Fernand Léger,Les femmes à la toiletteREPEAT SALE,05.06.2008,"10,121,000",92.3 x 73.3 cm,Impressionist And Modern Art  Evening Sale,"USD 9,000,000 - USD 12,000,000","Thekla Edstrands, Malmö.
Anon. sale, Christie's, London, 29 March 1977, lot 38.
Anon. sale, Sotheby's, London, 30 June 1987, lot 63.
Galerie Beyeler, Basel.
Thomas Ammann Fine Art AG, Zurich (by 1990).
Private collection, Switzerland (acquired from the above); sale, Christie's, 6 November 2002, lot 46.
Acquired at the above sale by the present owner.
","
signed and dated 'F.LÉGER.20' (lower right); signed again, titled and inscribed 'F.LÉGER Les Femmes a la toilette (2e ETAT)' (on the reverse)
","
Private collection, Switzerland (acquired from the above); sale, Christie's, 6 November 2002, lot 46.
",Les femmes à la toilette ,1920,https://www.christies.com/img/LotImages/2008/NYR/2008_NYR_01994_0037_000().jpg
Maurice de Vlaminck,La Seine à ChatouREPEAT SALE,02.04.2002,"10,115,597",74 x 91.5 cm,Impressionist and Modern Art (Evening Sale)                 ,"GBP 3,000,000 - GBP 4,000,000","Galerie Druet, Paris.
John A. MacAuley, Canada.
Fine Arts Associates (Otto M. Gerson), New York.
Anon. sale, Christie's New York, 14 November 1989, lot 57 (sold for $7,150,000).
Alain Delon, Paris, purchased at the above sale.
","
signed 'Vlaminck' (lower left) 
",-,oil on canvas ,1906,https://www.christies.com/img/LotImages/2002/CKS/2002_CKS_06552_0029_000().jpg
Francis Bacon,Study for a Pope I,11.08.2005,"10,096,000",152 x 119 cm,POST-WAR AND CONTEMPORARY ART EVENING SALE,"USD 7,000,000 - USD 9,000,000","Marlborough Fine Art Ltd., London
Marlborough-Gerson Gallery Inc, New York
Acquired by the present owner in 1966 
",-,-,oil on canvas ,1961,https://www.christies.com/img/LotImages/2005/NYR/2005_NYR_01573_0042_000().jpg
Paul Cézanne,Portrait de femme,11.03.2004,"10,087,500",65 x 54 cm,Impressionist and Modern Art (Evening Sale)                 ,"USD 9,000,000 - USD 12,000,000","Ambroise Vollard, Paris.
Louis Hodebert, Paris.
Galerie Etienne Bignou, Paris.
Marcel Kapferer, Paris.
Galerie Rosengart, Lucerne.
M. Knoedler & Co., Inc., New York.
Private collection, New York.
Stephen Hahn, New York.
Private collection, USA (acquired from the above). 
",-,"
Private collection, New York.
",oil on canvas ,1900,https://www.christies.com/img/LotImages/2004/NYR/2004_NYR_01429_0029_000().jpg
,Wolken,10.13.2014,"10,037,940",200 x 100cm,Essl: 44 Works,"GBP 5,000,000 - GBP 7,000,000","Galerie Fred Jahn, Munich.
Ulbricht Collection, Dusseldorf.
Achenbach Art Consulting, Dusseldorf. 
Frieder Burda, Baden Baden.
Anon. sale, Christie's New York, 18 November 1997, lot 126. 
Acquired at the above sale by the present owner.","
(iv) signed and dated 'Richter 1970' (on the reverse)
","
Ulbricht Collection, Dusseldorf.
","oil on canvas, in four parts",1970,https://www.christies.com/img/LotImages/2014/CKS/2014_CKS_10863_0010_000(gerhard_richter_wolken_)).jpg
John William Waterhouse,"St Cecilia ′In a clear walled city on the sea, Near gilded organ pipes",06.14.2000,"9,960,407",123.2 x 200.7 cm,Important British Art,"GBP 2,500,000 - GBP 3,500,000","Bought from the artist's studio in 1895 by George McCulloch, 184 Queen's Gate, Kensington.
His posthumous sale, Christie's London, 23 May 1913 (first day), lot 91 (2,300 gns. to Gooden & Fox).
Sir Brodie Henderson, KCMG, of Upp Hall, Braughling, Ware, Herts.
Myriam di Stefano, Rome.
With J.S. Maas & Co., November 1968 (Victorian Paintings, Drawings and Watercolours, no. 33).
Robert Walker.
Private Collection.
",-,"
Private Collection.
",oil on canvas ,-,https://www.christies.com/img/LotImages/2000/CKS/2000_CKS_06303_0015_000().jpg
Alberto Giacometti,Stèle III,11.05.2014,"9,909,000",165.7 cm,Impressionist & Modern Evening Sale,"USD 4,500,000 - USD 6,500,000","Galerie Maeght, Paris (by 1965).
Private collection, New York; sale, Christie's, New York, 17 May 1983, lot 77.
Private collection, Miami (acquired at the above sale).
Galerie Beyeler, Basel.
Acquired from the above by the present owner, December 1990.","
signed and numbered 'Alberto Giacometti 6/6' (on the back of the bust); inscribed with foundry mark 'Susse Fondeur Paris' (on the back of the base)
","
Private collection, New York; sale, Christie's, New York, 17 May 1983, lot 77.
",bronze with brown patina,1958,https://www.christies.com/img/LotImages/2014/NYR/2014_NYR_02888_0026_000(alberto_giacometti_stele_iii).jpg
Joan Miró,Projet pour un monument,05.09.2007,"9,896,000",370 cm,Impressionist and Modern Art Evening Sale,"USD 3,500,000 - USD 5,000,000","Estate of the artist.
Private collection, Italy.
Thomas Ammann Fine Art, Zurich.
Acquired from the above by the present owner, June 1991.
","
signed and numbered 'Miro 4/4' (on the left foot) and inscribed with foundry mark 'Bonvicini Verona' (on the right foot)
","
Private collection, Italy.
",bronze with black patina ,1981,https://www.christies.com/img/LotImages/2007/NYR/2007_NYR_01831_0071_000().jpg
Peter Doig,Red boat,06.28.2011,"9,895,335",199 x 186.4cm,Post-War and Contemporary Art Evening Auction,"GBP 1,400,000 - GBP 1,800,000","Michael Werner Gallery, New York.
Acquired from the above by the present owner in 2004. 
","
signed, titled, inscribed and dated 'RED BOAT (IMAGINARY BOYS) SILVER BEATLES Peter Doig 2003/04 P.O.S' (on the reverse)
",-,oil and metallic silver paint on canvas ,2003,https://www.christies.com/img/LotImages/2011/CKS/2011_CKS_07977_0029_000(peter_doig_red_boat).jpg
Donald Judd,"Untitled, 1977",05.16.2007,"9,840,000",101.6 x 78.7 cm,Post-War and Contemporary Art Evening Sale,"USD 5,000,000 - USD 7,000,000","Leo Castelli Gallery, New York
Private collection, New York
Margo Leavin Gallery, Los Angeles 
","
stamped with signature, inscription, number and date 'SG JUDD 77-41 BERNSTEIN BROS. INC.' (on the reverse of each unit)
","
Private collection, New York
",galvanized iron and transparent blue plexiglas ,1977,https://www.christies.com/img/LotImages/2007/NYR/2007_NYR_01834_0013_000().jpg
Henri Matisse,Nu à la chaise longue,06.23.2010,"9,826,927",38.4 x 61 cm,Impressionist/Modern  Evening Sale,"GBP 5,500,000 - GBP 8,500,000","Galerie Bernheim-Jeune, Paris (no. 23717), by whom acquired from the artist on 14 December 1923.
Henri Canonne, Paris, by whom acquired from the above on 21 January 1924.
Jacques Canonne, Paris, by descent from the above; his sale, Hôtel Drouot, Paris, 5 June 1942, lot 13.
Jeffrey H. Loria & Co., Inc., New York.
Acquired from the above by the present owner in May 1998. 
","
signed 'Henri-Matisse' (lower left) 
",-,oil on canvas ,1923,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07857_0007_000(henri_matisse_nu_a_la_chaise_longue).jpg
Andy Warhol,Four Campbell′s soup cans,11.08.2011,"9,826,500",51 x 41 cm,Post-War Contemporary Evening Sale,"USD 7,000,000 - USD 10,000,000","Leo Castelli Gallery, New York
Mr. and Mrs. Leo Castelli, New York
Gian Enzo Sperone, Turin
Galleria Galatea, Turin
Acquired from the above by the present owner, 1971 
","
signed and dated 'ANDY WARHOL 62' (on the stretcher) 
",-,casein and graphite on canvas ,1962,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02480_0036_000(andy_warhol_four_campbells_soup_cans_d5496708).jpg
Natalia Sergeevna Goncharova,Picking apples,06.18.2007,"9,780,712",87.9 x 123.4 cm,Impressionist and Modern Art  (Evening Sale),"GBP 1,000,000 - GBP 1,500,000","Acquired from the artist by the family of the present owners in 1962. 
","
signed 'N.G.' (upper left) 
",-,oil on canvas ,1909,https://www.christies.com/img/LotImages/2007/CKS/2007_CKS_07404_0019_000().jpg
Willem de Kooning,Untitled XVIIREPEAT SALE,05.15.2013,"9,755,750",203.2 x 177.8 cm,Post-War & Contemporary Evening Sale,"USD 4,000,000 - USD 6,000,000","Xavier Fourcade Inc., New York
Anthony d'Offay Gallery, London
Emily Fisher Landau, New York
Anthony and Anne Fisher, New York
Their sale; Christie's New York, 11 November 2003, lot 32
Acquired at the above sale by the present owner 
","
signed 'de Kooning' (on the stretcher) 
",-,oil on canvas ,1984,https://www.christies.com/img/LotImages/2013/NYR/2013_NYR_02785_0017_000(willem_de_kooning_untitled_xvii).jpg
Paul Signac,"La Corne d′Or, les minarets",06.20.2012,"9,732,242",73 x 92.5 cm,Impressionist/Modern Art Evening Sale,"GBP 4,000,000 - GBP 6,000,000","Galerie Bernheim-Jeune, Paris.
Baron Eberhard von Bodenhausen, Essen, by whom acquired in February 1908.
Acquired by the family of the present owners in the late 1920s, and thence by descent. 
","Paul Signac (1863-1935) 
",-,oil on canvas ,1907,https://www.christies.com/img/LotImages/2012/CKS/2012_CKS_05465_0009_000(paul_signac_la_corne_dor_les_minarets).jpg
Pablo Picasso,Homme assis sur une chaise,02.02.2010,"9,703,829",162.6 x 130.1 cm,Impressionist/Modern Evening Sale,"GBP 3,500,000 - GBP 5,500,000","Galerie Louise Leiris (Daniel-Henry Kahnweiler), Paris.
Anonymous sale, Sotheby's, New York, 28 June 1988, lot 71.
Private collection, circa 1988.
Private collection, by whom acquired in 2000. 
","
signed and dated 'Picasso 21.9.56.' (lower right); dated again '21.9.56' (on the reverse)
","
Private collection, circa 1988.
",oil on canvas ,1956,https://www.christies.com/img/LotImages/2010/CKS/2010_CKS_07831_0043_000().jpg
Sir Stanley Spencer,Christ Preaching at Cookham Regatta: Conversation Between Punts,11.20.2013,"9,693,998",106.7 x 91.5 cm,Modern British and Irish Art ,"GBP 3,000,000 - GBP 5,000,000","with Arthur Tooth, London. Audrey Burton.
",-,-,oil on canvas,1955,https://www.christies.com/img/LotImages/2013/CKS/2013_CKS_01157_0005_000(sir_stanley_spencer_ra_christ_preaching_at_cookham_regatta_conversatio).jpg
Claude Monet,La jetee du havre,05.12.1993,"9,682,500",147 x 226 cm,"Impressionist & Modern Paintings, Drawings & Sculpture Pt I",,"Sale, Le Havre at the end of 1868 or the beginning of 1869
Louis Gaudibert, Le Havre
Claude Monet,         (1874)
Jean Baptiste Faure, Paris (1899)
Galerie Durand-Ruel, Paris (1901)
Paul Cassirer, Berlin (1901)
Paul Cassirer, Amsterdam
Count Furstenberg, Berlin
Mrs. Kantzenellenbogen, Los Angeles
Wildenstein & Co., New York
Mr. and Mrs. Huntington Hartford (The Gallery of Modern Art), New York (1954)
Marlborough Fine Art Ltd., London
","
signed bottom left Claude Monet - oil on canvas
",-,signed bottom left Claude Monet - oil on canvas,1868,-
Alexander Calder,Rouge triomphant,06.27.2012,"9,676,430",584.2 x 457.2cm,Post-War and Contemporary Art Evening Auction,"GBP 6,000,000 - GBP 8,000,000","Estate of the artist.
Galerie Maeght, Paris (acquired in 1977).
Mobil Corporation Collection, Virginia (acquired in 1977).
Private Collection, New York (acquired in 1998). 
","
signed with the artist's monogram and dated 'CA 59' (on the lowest black vertical element); signed with the artist's monogram and dated 'CA 63' (on a tear shaped black element)
","
Mobil Corporation Collection, Virginia (acquired in 1977).
","hanging mobile: painted sheet metal, rod and wire ",1959,https://www.christies.com/img/LotImages/2012/CKS/2012_CKS_05488_0061_000(alexander_calder_rouge_triomphant).jpg
Zeng Fanzhi,Mask Series 1996 No. 6,05.24.2008,"9,662,114",200 x 360 cm,Asian Contemporary Art (Evening Sale),"HKD 15,000,000 - HKD 25,000,000","ShanghART Gallery, Shanghai, China
Acquired from the above by the present owner in 1998
","
signed and dated 'Zeng Fanzhi; 96' in Chinese (lower left)
",-,oil on canvas diptych,1996,https://www.christies.com/img/LotImages/2008/HGK/2008_HGK_02602_0156_000().jpg
Mark Rothko,No. 18,11.10.2010,"9,602,500",201.9 x 207 cm,Post-War and Contemporary Evening Sale,"USD 9,000,000 - USD 12,000,000","Sidney Janis Gallery, New York
Franz Meyer, Sr., Zurich
By descent to the present owner
","
signed, inscribed, titled and dated 'AMSTERDAM MARK ROTHKO 1958 #18' (on the reverse)
",-,oil on canvas ,1958,https://www.christies.com/img/LotImages/2010/NYR/2010_NYR_02355_0037_000(mark_rothko_no_18).jpg
Francis Bacon,Untitled,05.11.2011,"9,602,500",196.9 x 137 cm,Post-War and Contemporary Art Evening Sale,"USD 10,000,000 - USD 15,000,000","The Estate of Francis Bacon, London
Acquired from the above by the present owner 
",-,-,oil on canvas ,1952,https://www.christies.com/img/LotImages/2011/NYR/2011_NYR_02440_0013_000(francis_bacon_untitled).jpg
Claude Monet,Les demoiselles de Giverny,05.01.2012,"9,602,500",65 x 100 cm,Impressionist and Modern Art Evening Sale,"USD 9,000,000 - USD 12,000,000","Isaac Montaignac, Paris (circa 1895).
Galeries Georges Petit, Paris.
Dr. Francisco Llobet, Buenos Aires (acquired from the above, circa 1920-1923).
Private collection, Buenos Aires (by descent from the above, until 1999).
Acquired by the present owner, circa 1999.
","
signed and dated 'Claude Monet 94' (lower left) 
","
Private collection, Buenos Aires (by descent from the above, until 1999).
",oil on canvas ,1894,https://www.christies.com/img/LotImages/2012/NYR/2012_NYR_02554_0011_000(claude_monet_les_demoiselles_de_giverny).jpg
Edward Hopper,October on Cape Cod,11.28.2012,"9,602,500",66.7 x 107.3 cm,American Art,"USD 8,000,000 - USD 12,000,000","The artist.
[With]Frank K.M. Rehn Galleries, New York.
Katherine and William Carpenter, Milwaukee, Wisconsin, acquired from the above, by 1956.
[With]Hirschl & Adler Galleries, Inc., New York, 1971.
[With]James Goodman Gallery, New York, 1971.
Dr. and Mrs. Sidney Clyman.
[With]ACA Galleries, New York.
Loretta and Robert K. Lifton, New York, 1973.
Acquired by the present owner from the above, circa 2001.
","
signed 'Edward Hopper' (lower right) 
",-,oil on canvas ,1946,https://www.christies.com/img/LotImages/2012/NYR/2012_NYR_02602_0015_000(edward_hopper_october_on_cape_cod).jpg
Pablo Picasso,Femme assise dans un fauteuilREPEAT SALE,06.18.2013,"9,601,058",129.9 x 96.9 cm,Impressionist/Modern Evening Sale,"GBP 4,000,000 - GBP 6,000,000","Sam Kootz Gallery, New York; sale, Sotheby's, London, 29 April 1964, lot 128.
Hervé, by whom acquired at the above sale.
Gioconda King, Palm Beach.
The Metropolitan Museum of Art, a bequest from the above in 2004; sale, Sotheby's, New York, 3 May 2006, lot 32 ($6,736,000).
Acquired at the above sale by the present owner. 
","
signed 'Picasso' (upper left); dated '12.12.60.' (on the reverse) 
",-,oil on canvas ,1960,https://www.christies.com/img/LotImages/2013/CKS/2013_CKS_01131_0031_000(pablo_picasso_femme_assise_dans_un_fauteuil).jpg
Giovanni Segantini,Primavera sulle alpi,11.09.1999,"9,572,500",116 x 227 cm,20th Century Art (Evening Sale)                             ,"USD 4,000,000 - USD 6,000,000","Mr. and Mrs. Jacob Stern, San Francisco (commissioned from the artist, 1897; in their ownership by 1899).
By descent to the late owner. 
","
signed and dated 'GSegantini 1897' (lower left) 
",-,oil on canvas ,1897,https://www.christies.com/img/LotImages/1999/NYR/1999_NYR_09224_0512_000().jpg
