Author,Art,Sale date,Price,Provenance,Sign,Technique and performance material,Size,Image,Estimate,Report,Description,Tried url
Joan Mitchell,Untitled,05.13.2014,"11,925,000","Estate of the artist
The Joan Mitchell Foundation, New York
Cheim & Read, New York
Acquired from the above by the present owner in 2015
""Like most of Mitchell's art since the early 1960s, these pastels are informed, but not representationally formed, by nature. They give body to memories of deep visual and emotional sensations cued by her responses to nature. More often than not, her variegated strokes of unbroken color and energy reflect, in some way, the light and vegetation of her garden in Vétheuil, with its view of the Seine and the surrounding fields. But they might occasionally call to the more sizzling clarities of Cézanne's Provence or to the landscape of Mitchell's childhood.""
Klaus Kertess in Exh. Cat., New York, Robert Miller Gallery, Joan Mitchell: Pastel, 1992, n.p. 
",-,-,61 by 44.5 cm,https://sothebys-com.brightspotcdn.com/dims4/default/c9262ff/2147483647/strip/true/crop/1471x2000+0+0/resize/156x212!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2Feb%2F89%2Fb7%2F1b43d79e098930e0d2e8509c7555ef99c677aa02f243b30a6a5084296e%2F168n10070-9vttl.jpg,"120,000",Found,"crayon, pastel and wash on paper
24 by 17 1/2 in. 61 by 44.5 cm.
Executed in 1991.",
Amedeo Modigliani,Jeune fille au béret,02.06.2007,"11,907,236",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Amedeo Modigliani Jeune fille au béret&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Edgar Degas,Petite danseuse de quatorze ansREPEAT SALE,11.12.1996,"11,882,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Edgar Degas Petite danseuse de quatorze ans&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Auguste Rodin,Le Penseur. Taille de la Porte dit Moyen modèle,05.05.2010,"11,842,500","This work will be included in the forthcoming Catalogue Critique de l'oeuvre sculpté d'Auguste Rodin being currently prepared by Galerie Brame & Lorenceau under the direction of Jérôme Le Blay under the archive number 2009-2577B.
Galerie Haussmann (Gustave Danthon), Paris (acquired from the artist; commissioned in November 1916 and delivered in May 1917)
Emile Chouanard, Paris (purchased on March 17, 1917, thence by descent and sold: Baron Ribeyre & Associés, Paris, June 17, 2009, lot 133)
Acquired at the above sale by the present owner
Paris, Galerie Haussmann, Rodin Exposition, 1917
Georges Grappe, Catalogue du Musée Rodin, Paris, 1929, nos. 167-69, illustrations of the example at the Musée Rodin pp. 73-74
Henri Martinie, Auguste Rodin, Paris, 1949, no. 19, illustration of another cast
Albert E. Elsen, Rodin, New York, 1963, illustrations of other casts pp. 25, 52 & 53
Ionel Jianou and Cécile Goldscheider, Rodin, Paris, 1967, edition catalogued p. 88; illustration of another cast pl. 11
John L. Tancock, The Sculpture of Auguste Rodin, Philadelphia, 1976, edition catalogued and illustrations of other casts pp. 111-20
Albert E. Elsen (ed.), Rodin Rediscovered, Washington, 1981, illustration of the clay p. 67
Albert E. Elsen, The Gates of Hell by Auguste Rodin, Stanford, 1985, figs. 50 & 60, illustrations of the clay model pp. 56 & 71
Antoinette
READ MORE
Perhaps the most celebrated sculpture of all time, Rodin's Penseur  was conceived in 1880-81 to crown his monumental Gates of Hell.  The figure was first intended to represent Dante, surrounded by the characters of his Divine Comedy, but soon took on an independent life. ""Thin and ascetic in his straight gown"", Rodin wrote later, ""my Dante would have been meaningless once divorced from the overall work. Guided by my initial inspiration, I conceived another ""thinker"", a nude, crouching on a rock, his feet tense. Fists tucked under his chin, he muses. Fertile thoughts grow slowly in his mind. He is no longer a dreamer. He is a creator"" (quoted in R. Masson & V. Mattiussi, Rodin, Paris, 2004, p. 38). Transcending Dante's narrative, the Penseur became a universal symbol of reflection and creative genius which has ever since retained
READ MORE
","Inscribed with the signature A. Rodin, with the foundry mark A. Rudier Fondeur Paris; stamped with the signature on the interior
",Bronze,71.2 cm,https://sothebys-com.brightspotcdn.com/dims4/default/6d3419b/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F16%2F13%2Fde%2F9f655d50341d4eef8b9cc4a885c748a0da1950e90214e888c1d61977b0%2Fn08633-8-lr-1.jpg,"4,000,000",Found,"Inscribed with the signature A. Rodin, with the foundry mark A. Rudier Fondeur Paris; stamped with the signature on the interior
Bronze
Height: 28 1/2 in.
71.2 cm
Conceived 1880-81 and cast between November 1916 and May 1917.",
Roy Lichtenstein,Sailboats III,05.09.2012,"11,842,500","Leo Castelli Gallery, New York (LC# 668)
Carter Burden, New York (acquired from the above in February 1974)
Sotheby's New York, November 10, 1988, Lot 32
Private Collection, Los Angeles (acquired from the above)
Christie's New York, May 12, 1998, Lot 16
Acquired from the above
New York, Marlborough Gallery, Selected Works from the Collection of Carter Burden, May - June 1974, cat. no. 12, p. 17, illustrated
Jack Cowart, Roy Lichtenstein 1970-1980, New York, 1981, p. 78, illustrated
Roy Lichtenstein's artistic career was marked by an unprecedented ability to unlock the beauty from the pictorial conventions of ubiquitous, everyday images.  In the 1960s, Lichtenstein garnered fame for his adaptations of comics, advertising and other forms of 'low' art, placing them into the 'high' art context of the gallery and museum.  These paintings reproduce the language of graphic and commercial reproductions. Yet with bold lines and vivid color, Lichtenstein created a unique style which was the beginning of his ultimate subject: art about art.  Avant-garde and Modernist movements earlier in the century had decried traditional genres such as nudes, landscapes and narrative painting. Yet as the century progressed, many artists acknowledged that the subject matter of figurative and landscape art never completely disappeared, and the dialectic between the subjects of
READ MORE
","signed and dated '74 on the reverse
",oil and Magna on canvas,177.8 x 203.3 cm,https://sothebys-com.brightspotcdn.com/dims4/default/19fad83/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F69%2F13%2F16%2Fa6739ff56a8a77b9b4f319ad0c644bc8740ab6790865acd47ad5017c0b%2F410n08853-49w2n.jpg,"6,000,000",Found,"signed and dated '74 on the reverse
oil and Magna on canvas
70 x 80 in. 177.8 x 203.3 cm.
Executed in 1974, this work will be included in the forthcoming catalogue raisonné being prepared by the Roy Lichtenstein Foundation.",
Pablo Picasso,La statuaire,11.10.1999,"11,827,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso La statuaire&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Fernand Léger,"Etude pour les constructeurs, fond bleu",11.06.2007,"11,801,000",,,,,,,Not Found,,"https://www.sothebys.com/en/search-results.html?query=Fernand Léger Etude pour les constructeurs, fond bleu&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past"
Pablo Picasso,Homme à la pipe,11.07.2007,"11,801,000","Juan Vilato Ruiz, Paris (a gift from the artist in 1972)
Private Collection, Europe (acquired from the widow of the above in 1981 and sold: Christie’s, London, June 20, 2006, lot 133)
Acquired by the present owner from the above sale
Avignon, Palais des Papes, Pablo Picasso 1969-1970, 1970, no. 6, illustrated (titled Homme et Amour and with incorrect measurements)
Rotterdam, Kunsthal, Picasso, Kunstenaar van de eeuw, 1999, no. 75, illustrated in color (titled Fumeur et Amour)
Cannes, La Malmaison, Picasso, voyage dans l'amitié, 2003, illustrated
Rotterdam, Kunsthal, Roken in de Kunst, 2003-2004, illustrated
Enschede, Rijksmuseum Twenthe, extended loan to 2005
Cannes, La Malmaison, Picasso. Le nu en liberté. Collection Marina Picasso, 2013, illustrated in color
 
Klaus Gallwitz, Picasso at 90: The Late Work, London, 1971, no. 5, illustrated (titled Homme et Amour and with incorrect measurements)
Klaus Gallwitz, Picasso Laureatus. Son œuvre depuis 1945, Lausanne, 1971, no. 5, p. 21, illustrated (titled Man and Cupid and with incorrect measurements)   
Rafael Alberti, A Year of Picasso Paintings: 1969, New York, 1971, no. 84, illustrated in color (titled Smoker and Lover and with incorrect measurements)
Rafael Alberti, Picasso en Avignon, Paris, 1971, no. 84, illustrated in color (titled Fumeur et Amour and with incorrect measurements)
Christian Zervos, Pablo Picasso: œuvres de 1969, Paris, 1976, vol. XXXI, no. 66, pl. 20, illustrated (with incorrect
READ MORE
","signed Picasso upper left; dated 17-2-1969 on the reverse
",oil on canvas,195.5 by 96.5 cm,https://sothebys-com.brightspotcdn.com/dims4/default/f88f8b8/2147483647/strip/true/crop/955x2000+0+0/resize/101x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F0a%2F80%2F57%2Ff0ccf80c54a7529ef2ff0b37628deb2a76b73fd78e71fa2a48e1c4630f%2F620hk0800-9s7gg.jpg,-,Found,"signed Picasso upper left; dated 17-2-1969 on the reverse
oil on canvas
77 by 38 in. 195.5 by 96.5 cm.
Executed in Mougins in 1969.",
Jeff Koons,Diamond,11.13.2007,"11,801,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Jeff Koons Diamond&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Jean-Michel Basquiat,Untitled,11.14.2007,"11,801,000","Private Collection, United States (acquired directly from the artist)
Christie's, New York, 16 March 2016, Lot 138
Acquired from the above by the present owner
New York, Cheim & Read, Jean-Michel Basquiat: In Word Only, February - March 2005, p. 3, illustrated
Written in Jean-Michel Basquiat’s unmistakeable scrawl, Untitled (Shadow in His Office); Untitled (Oil And Water…); Untitled (Negative So Slow For That Reason) explores the power of text in an artwork. For an artist who loved bebop and beat poetry, especially the writings of Jack Kerouac and William S. Burroughs, Basquiat relished the wordplay in the present work. The simplicity and elegance of the words themselves takes on a harmonious quality as the viewer reads through the enigmatic and highly stylised words of poetry on three otherwise blank pieces of notebook paper.
Basquiat’s burgeoning stardom reached a climax in 1982, the year after Untitled (Shadow in His Office); Untitled (Oil And Water…); Untitled (Negative So Slow For That Reason) was created. The artist spent 1982 jet-setting around the world, appearing at major exhibitions, as each
READ MORE
",-,-,25.4 by 15.2 cm,https://sothebys-com.brightspotcdn.com/dims4/default/1d13c55/2147483647/strip/true/crop/2000x1038+0+0/resize/212x110!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F8b%2F0a%2F91%2F46122d0dce8f72c65ac93eaa4a69bc19a3d8471df4725ae3838ec89caa%2Fl19025-141-web.jpg,"100,000",Found,"ink on paper, in three parts
each: 25.4 by 15.2 cm. 10 by 6 in.
Executed circa 1981.",
Jeff Koons,"New Hoover Convertibles, New Shelton Wet/Drys 5-Gallon, Double Decker",05.13.2008,"11,801,000",,,,,,,Not Found,,"https://www.sothebys.com/en/search-results.html?query=Jeff Koons New Hoover Convertibles, New Shelton Wet/Drys 5-Gallon, Double Decker&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past"
Paul Cézanne,Les grands arbres au Jas de BouffanREPEAT SALE,05.04.2005,"11,776,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Paul Cézanne Les grands arbres au Jas de Bouffan&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Andy Warhol,Small Torn Campbell′s Soup Can,05.09.2006,"11,776,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Small Torn Campbell′s Soup Can&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Pablo Picasso,Nu accroupi,05.06.2004,"11,768,000","Galerie Louise Leiris, Paris
Saidenberg Gallery, New York
Norman Granz, New York (sold: Sotheby’s, London, April 23, 1968, lot 39)
Galerie Beyeler, Basel
Acquired from the above in January 1969
Tokyo, National Museum of Modern Art; Kyoto, National Museum of Modern Art; Nagoya, Prefectural Museum of Art, Pablo Picasso, 1964, no. 135
Basel, Galerie Beyeler, Pablo Picasso: Werke 1932-1965, 1967, no. 38
Baden-Baden, Staatliche Kunsthalle, Picasso: das spätwerk, malerei und zeichnung seit 1944, 1968, no. 36
Zürich, Kunsthaus, Verein Zürcher Kunstfreunde, 1971, no. 24 (as dating from 1956)
Basel, Kunstmuseum, Picasso: Aus dem Museum of Modern Art New York und Schweizer Sammlungen, 1976, no. 82
London, Tate Gallery, Picasso: Sculptor/Painter, 1994, no. 150
Christian Zervos, Pablo Picasso, Oeuvres de 1958 à 1959, vol. 18, Paris, 1967, no. 488, illustrated pl. 145
Klaus Gallwitz, Picasso: The Heroic Years, Lucerne and Frankfurt, 1971, no. 253, illustrated p. 154
""Picasso, Der Mann, den die Frauen liebten,"" Der Stern, Cologne, October 22, 1981, p. 40
Andrew Graham-Dixon, Paper Museum, New York, 1996, p. 90
Carsten-Peter Warncke, Pablo Picasso.1881-1973, Cologne, 1992, vol. II, illustrated p. 552 (titled Femme nue accroupie)
The Picasso Project, Picasso’s Paintings, Watercolors, Drawings and Sculpture, The Fifties II, 1956-1959, San Francisco, 2000, no. 59-183, illustrated p. 331
Seated on the ground with legs spread wide apart, the female figure in Nu accroupi has many ancestors in Picasso’s oeuvre. In Femme assise painted on March 5, 1940 (Zervos, vol. 10, no. 302; see fig. 1), the stress of the war is readily apparent in the distorted limbs and anguished gestures of the figure.  A later treatment of the same theme – Femme assise, painted on July 9, 1953 (Zervos, vol. 15, no. 292, see fig. 2) – is a splendid exercise in the faceted analysis of form that evolved from Cubism. By the time Picasso came to paint the present work, the nude had become one of his dominant themes.
As Klaus Gallwitz has observed: “Many factors coincide to precipitate the painter-model theme. Similarly, the female nudes, and later the portraits of the painter, again and again received new impulse from the great erotic tension between painter and model.  In
READ MORE
","Signed Picasso (upper left); dated 21/24.6.59 III on the reverse
",Oil on canvas,146 by 114 cm,https://sothebys-com.brightspotcdn.com/dims4/default/5ad5206/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fb4%2Ff9%2F78%2Ff290a22a4f86ea0356e44c0aeb0bff23f7df638148b6f7a3a2a843b8b1%2F47pw8-n07990-105.jpg,"3,000,000",Found,"Signed Picasso (upper left); dated 21/24.6.59 III on the reverse
Oil on canvas
57 ½ by 44 ¾ in
146 by 114 cm
Painted between June 21-24, 1959.",
Vincent van Gogh,L′allée des Alyscamps,11.04.2003,"11,767,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Vincent van Gogh L′allée des Alyscamps&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Wu Guanzhong,Former residence if Qiu Jin,12.03.2011,"11,754,068",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Wu Guanzhong Former residence if Qiu Jin&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Chaïm Soutine,Le valet de chambre,06.22.2010,"11,693,411","Léopold Zborowski, Paris (acquired by 1928)
Pierre Loeb, Paris (acquired by 1932)
Marcel Fleischmann, Zurich (acquired in 1939 and until circa 1945-46)
Theodore Schempp, New York (acquired circa 1945-46 and until April 1946)
Mr & Mrs Leigh B. Block, Chicago (acquired in April 1946; until October 1954)
Paul Rosenberg & Co., New York (acquired in October 1954; until February 1955)
Walter P. Chrysler, Jr., New York (acquired in February 1955; until 1977)
M. Knoedler & Co., Inc., New York
The Armand Hammer Collection, Los Angeles (1977-1990)
The Armand Hammer Museum of Art and Cultural Center, Los Angeles (1990-2007)
The Armand Hammer Foundation, Los Angeles
Acquired from the above by the present owner
San Francisco, Palace of Fine Arts, Golden Gate International Exposition. Contemporary European Paintings, 1940, no. 701
Williamstown, Williams College (and travelling), Twenty Twentieth Century Paintings, 1940-41
New York, The Museum of Modern Art & Cleveland, Museum of Art, Soutine, 1950-51, illustrated in the catalogue (as dating from 1929)
Portland, Art Museum; Seattle, Art Museum; San Francisco, California Palace of the Legion of Honor; Los Angeles, County Museum; Minneapolis, Institute of Arts; St. Louis, City Art Museum; Kansas City, William Rockhill Nelson Gallery of Art; Detroit, Institute of Arts & Boston, Museum of Fine Arts, Paintings from the Collection of Walter P. Chrysler, Jr., 1956-57, no. 99, illustrated in the catalogue (as dating from 1929)
Provincetown, Chrysler Art Museum, Inaugural Exhibition, 1958, no.
READ MORE
Waldemar George, Artistes juifs: Soutine, Paris, 1928, illustrated
Elie Faure, 'Sutin', in Musaion, Prague, 1929-30, illustrated p. 101
Maurice Sachs, 'Soutine', in Creative Art, vol. 11, no. 4, New York, December 1932, illustrated p. 277
Alfred Werner, 'Chaim Soutine: Self-Liberation Through Art', in Chicago Jewish Forum, vol. 10, no. 3, Chicago, Spring 1952, illustrated p. 177
'Living with the Great', in Vogue, 1st October 1952, p. 118
'The Chrysler Collection', in Arts, vol. 30, no. 6, March 1956, illustrated p. 35
Marcellin Castaing & Jean Leymarie, Soutine, Paris & Lausanne, 1963, illustrated pl. XVI
Metropolitan Museum of Art, French Paintings, New York, 1967, vol. III, p. 244
Pierre Courthion, Soutine. Peintre du déchirant, Lausanne, 1972, fig.
READ MORE
Portraying a young boy, only identified by his valet uniform, Le Valet de chambre epitomises Soutine's portraiture of the middle and late 1920s, characterised by a great expressiveness of pose, rhythmically charged brushstrokes and strong colour contrasts. Regardless of the age, social status, or the artist's personal involvement with the sitter, Soutine's portraits are imbued with a strong physical presence, as well as with a uniqueness and individuality of his subjects. As the authors of the Catalogue raisonné of Soutine's work have commented: 'While his portraits do convey inner realities and make spiritual statements, they are primarily rooted in concrete perception. Though Soutine may project his inner turbulence and most personal feelings onto his subjects, the viewer never loses sight of a particular physical entity being carefully observed and experienced. Even the
READ MORE
","signed Soutine (upper right)
",oil on canvas,109.2 by 63.5cm,https://sothebys-com.brightspotcdn.com/dims4/default/cb4ff7b/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F02%2F84%2F0b%2F40153d01fe549bd43c52a3e78c85a05f0c2a99a962109d3015429d2f1f%2Fl10006-24-lr-1.jpg,"7,000,000",Found,"signed Soutine (upper right)
oil on canvas
109.2 by 63.5cm.
43 by 25in.
Painted circa 1927-28.",
